MAC_Address,Gateway,External,Other Local IP,Broadcast,Multicast
40:f6:bc:bc:89:7b,0,0,0,0,0
68:3a:48:0d:d4:1c,10881,81903,0,8,196
70:ee:50:57:95:29,70,19024,0,0,29032
54:af:97:bb:8d:8f,8,6798,0,0,0
70:09:71:9d:ad:10,20,4502,0,40,196
00:16:6c:d7:d5:f9,28,5792,1524,0,80612
40:ac:bf:29:04:d4,0,0,0,0,0
10:5a:17:b8:a2:0b,130,7004,0,69080,0
10:5a:17:b8:9f:70,756,11570,0,69072,0
fc:67:1f:53:fa:6e,0,80,0,24,0
1c:90:ff:bf:89:46,4,176,0,44,0
cc:a7:c1:6a:b5:78,0,0,0,0,0
70:ee:50:96:bb:dc,14,7488,0,0,0
00:24:e4:e3:15:6e,0,0,0,0,0
00:24:e4:e4:55:26,4,66,0,12,0
00:24:e4:f6:91:38,0,0,0,0,0
00:24:e4:f7:ee:ac,0,0,0,0,0
70:3a:2d:4a:48:e2,0,0,0,0,0
b0:02:47:6f:63:37,18,5780,0,948,0
84:69:93:27:ad:35,180,22860,0,1744,108
18:48:be:31:4b:49,8158,85238,18226,288,7076
74:d4:23:32:a2:d7,7976,61320,1482,288,6404
6e:fe:2f:5a:d7:7e,202,10642,0,4,0
90:48:6c:08:da:8a,0,0,0,0,0
