MAC_Address,Gateway,External,Other Local IP,Broadcast,Multicast
40:f6:bc:bc:89:7b,0,0,0,0,0
68:3a:48:0d:d4:1c,10977,82140,0,8,232
70:ee:50:57:95:29,60,19000,0,0,29584
54:af:97:bb:8d:8f,8,6800,0,0,0
70:09:71:9d:ad:10,54,4942,0,56,432
00:16:6c:d7:d5:f9,28,5798,1518,0,80612
40:ac:bf:29:04:d4,0,0,0,0,0
10:5a:17:b8:a2:0b,136,7022,0,69080,0
10:5a:17:b8:9f:70,576,9828,0,69092,0
fc:67:1f:53:fa:6e,0,84,0,24,0
1c:90:ff:bf:89:46,0,88,0,24,0
cc:a7:c1:6a:b5:78,0,0,0,0,0
70:ee:50:96:bb:dc,10,7770,0,0,0
00:24:e4:e3:15:6e,0,0,0,0,0
00:24:e4:e4:55:26,4,66,0,12,0
00:24:e4:f6:91:38,0,0,0,0,0
00:24:e4:f7:ee:ac,0,0,0,0,0
70:3a:2d:4a:48:e2,0,0,0,0,0
b0:02:47:6f:63:37,18,5782,0,952,0
84:69:93:27:ad:35,112,22818,0,1924,88
18:48:be:31:4b:49,8204,92758,18184,288,6528
74:d4:23:32:a2:d7,8158,63494,1430,288,6320
6e:fe:2f:5a:d7:7e,0,0,0,0,0
90:48:6c:08:da:8a,0,0,0,0,0
