MAC_Address,Gateway,External,Other Local IP,Broadcast,Multicast
40:f6:bc:bc:89:7b,0,0,0,0,0
68:3a:48:0d:d4:1c,10917,81870,0,8,164
70:ee:50:57:95:29,86,43092,0,0,30040
54:af:97:bb:8d:8f,8,6818,0,0,0
70:09:71:9d:ad:10,254,8036,0,56,488
00:16:6c:d7:d5:f9,28,5792,1532,0,80612
40:ac:bf:29:04:d4,0,0,0,0,0
10:5a:17:b8:a2:0b,130,6990,0,69096,0
10:5a:17:b8:9f:70,672,10256,0,69084,0
fc:67:1f:53:fa:6e,0,534,0,132,0
1c:90:ff:bf:89:46,4,314,0,80,0
cc:a7:c1:6a:b5:78,0,0,0,0,0
70:ee:50:96:bb:dc,14,7756,0,0,104
00:24:e4:e3:15:6e,0,0,0,0,0
00:24:e4:e4:55:26,8,144,0,24,0
00:24:e4:f6:91:38,0,0,0,0,0
00:24:e4:f7:ee:ac,8,116,0,28,0
70:3a:2d:4a:48:e2,0,0,0,0,0
b0:02:47:6f:63:37,18,5790,0,960,0
84:69:93:27:ad:35,98,22738,0,1736,104
18:48:be:31:4b:49,8110,74492,18192,288,6476
74:d4:23:32:a2:d7,8310,91499,1426,288,6340
6e:fe:2f:5a:d7:7e,358,12344,0,24,0
90:48:6c:08:da:8a,0,0,0,0,0
