MAC_Address,Gateway,External,Other Local IP,Broadcast,Multicast
40:f6:bc:bc:89:7b,0,0,0,0,0
68:3a:48:0d:d4:1c,0,0,0,0,0
70:ee:50:57:95:29,90,23306,0,0,17232
54:af:97:bb:8d:8f,12,8804,0,0,0
70:09:71:9d:ad:10,292,5196,0,40,208
00:16:6c:d7:d5:f9,10868,9102,132,800,97420
40:ac:bf:29:04:d4,0,0,0,0,0
10:5a:17:b8:a2:0b,826,10960,0,69084,0
10:5a:17:b8:9f:70,8,7006,0,69076,0
fc:67:1f:53:fa:6e,0,84,0,24,0
1c:90:ff:bf:89:46,0,84,0,24,0
cc:a7:c1:6a:b5:78,0,0,0,0,0
70:ee:50:96:bb:dc,8,7766,0,0,0
00:24:e4:e3:15:6e,0,0,0,0,0
00:24:e4:e4:55:26,0,0,0,0,0
00:24:e4:f6:91:38,0,0,0,0,0
00:24:e4:f7:ee:ac,0,0,0,0,0
70:3a:2d:4a:48:e2,0,0,0,0,0
b0:02:47:6f:63:37,18,5852,0,952,0
84:69:93:27:ad:35,102,22736,0,1736,44
18:48:be:31:4b:49,7792,87944,16120,0,5644
74:d4:23:32:a2:d7,0,0,0,0,0
6e:fe:2f:5a:d7:7e,0,0,0,0,0
90:48:6c:08:da:8a,20,8750,0,0,12
