MAC_Address,Gateway,External,Other Local IP,Broadcast,Multicast
40:f6:bc:bc:89:7b,0,0,0,0,0
68:3a:48:0d:d4:1c,10923,81588,0,8,152
70:ee:50:57:95:29,74,60278,0,0,30100
54:af:97:bb:8d:8f,10,6852,0,0,0
70:09:71:9d:ad:10,78,4942,0,56,416
00:16:6c:d7:d5:f9,28,5804,1538,0,80588
40:ac:bf:29:04:d4,0,0,0,0,0
10:5a:17:b8:a2:0b,132,7010,0,69076,0
10:5a:17:b8:9f:70,750,11336,0,69088,0
fc:67:1f:53:fa:6e,0,1588,0,368,0
1c:90:ff:bf:89:46,112,2440,0,600,0
cc:a7:c1:6a:b5:78,0,0,0,0,0
70:ee:50:96:bb:dc,10,7534,0,0,0
00:24:e4:e3:15:6e,0,0,0,0,0
00:24:e4:e4:55:26,14,208,0,36,0
00:24:e4:f6:91:38,0,0,0,0,0
00:24:e4:f7:ee:ac,6,68,0,12,0
70:3a:2d:4a:48:e2,0,0,0,0,0
b0:02:47:6f:63:37,32,5834,0,960,0
84:69:93:27:ad:35,112,22714,0,1736,96
18:48:be:31:4b:49,8052,72514,18264,288,6544
74:d4:23:32:a2:d7,8026,91262,1508,288,6676
6e:fe:2f:5a:d7:7e,80,7866,0,4,0
90:48:6c:08:da:8a,0,0,0,0,0
