MAC_Address,Gateway,External,Other Local IP,Broadcast,Multicast
40:f6:bc:bc:89:7b,0,0,0,0,0
68:3a:48:0d:d4:1c,10950,80163,0,12,216
70:ee:50:57:95:29,74,45334,2,0,31092
54:af:97:bb:8d:8f,8,7232,0,0,0
70:09:71:9d:ad:10,220,3906,0,40,208
00:16:6c:d7:d5:f9,28,5792,1544,0,80556
40:ac:bf:29:04:d4,0,0,0,0,0
10:5a:17:b8:a2:0b,136,7018,0,69048,0
10:5a:17:b8:9f:70,548,9498,0,69016,0
fc:67:1f:53:fa:6e,0,4760,0,1008,0
1c:90:ff:bf:89:46,236,4840,0,1204,0
cc:a7:c1:6a:b5:78,0,0,0,0,0
70:ee:50:96:bb:dc,12,7748,0,0,672
00:24:e4:e3:15:6e,0,0,0,0,0
00:24:e4:e4:55:26,8,142,0,24,0
00:24:e4:f6:91:38,0,0,0,0,0
00:24:e4:f7:ee:ac,2,68,0,12,0
70:3a:2d:4a:48:e2,0,0,0,0,0
b0:02:47:6f:63:37,80,6042,0,1164,0
84:69:93:27:ad:35,116,22534,364,960,96
18:48:be:31:4b:49,8444,86326,17610,0,5876
74:d4:23:32:a2:d7,8430,276578,1760,112,6932
6e:fe:2f:5a:d7:7e,0,0,0,0,0
90:48:6c:08:da:8a,0,0,0,0,0
