MAC_Address,Gateway,External,Other Local IP,Broadcast,Multicast
40:f6:bc:bc:89:7b,0,0,0,0,0
68:3a:48:0d:d4:1c,10932,81261,0,8,196
70:ee:50:57:95:29,68,41298,0,0,29880
54:af:97:bb:8d:8f,8,6862,0,0,0
70:09:71:9d:ad:10,20,4526,0,40,196
00:16:6c:d7:d5:f9,28,5792,1446,0,80612
40:ac:bf:29:04:d4,0,0,0,0,0
10:5a:17:b8:a2:0b,136,7028,0,69092,0
10:5a:17:b8:9f:70,700,11508,0,69084,0
fc:67:1f:53:fa:6e,0,880,0,180,0
1c:90:ff:bf:89:46,24,692,0,184,0
cc:a7:c1:6a:b5:78,0,0,0,0,0
70:ee:50:96:bb:dc,16,7522,0,0,0
00:24:e4:e3:15:6e,0,0,0,0,0
00:24:e4:e4:55:26,8,130,0,20,0
00:24:e4:f6:91:38,0,0,0,0,0
00:24:e4:f7:ee:ac,6,72,0,12,0
70:3a:2d:4a:48:e2,0,0,0,0,0
b0:02:47:6f:63:37,38,5856,0,952,0
84:69:93:27:ad:35,208,23032,0,1744,104
18:48:be:31:4b:49,8228,76518,18194,288,6344
74:d4:23:32:a2:d7,8208,71482,1500,288,6384
6e:fe:2f:5a:d7:7e,0,0,0,0,0
90:48:6c:08:da:8a,0,0,0,0,0
