MAC_Address,Gateway,External,Other Local IP,Broadcast,Multicast
40:f6:bc:bc:89:7b,7204,83024,38398,192,9204
68:3a:48:0d:d4:1c,0,0,0,0,0
70:ee:50:57:95:29,72,21434,0,0,17564
54:af:97:bb:8d:8f,16,8896,0,0,0
70:09:71:9d:ad:10,126,3428,0,40,216
00:16:6c:d7:d5:f9,30,5792,1328,0,80556
40:ac:bf:29:04:d4,0,0,0,0,0
10:5a:17:b8:a2:0b,736,10394,0,69092,0
10:5a:17:b8:9f:70,10,7052,0,69084,0
fc:67:1f:53:fa:6e,16,504,0,128,0
1c:90:ff:bf:89:46,0,688,0,140,0
cc:a7:c1:6a:b5:78,0,0,0,0,0
70:ee:50:96:bb:dc,12,7826,0,0,0
00:24:e4:e3:15:6e,0,0,0,0,0
00:24:e4:e4:55:26,0,0,0,0,0
00:24:e4:f6:91:38,0,0,0,0,0
00:24:e4:f7:ee:ac,0,0,0,0,0
70:3a:2d:4a:48:e2,0,0,0,0,0
b0:02:47:6f:63:37,18,5778,0,960,0
84:69:93:27:ad:35,128,22782,0,1736,80
18:48:be:31:4b:49,7742,72380,59130,0,5840
74:d4:23:32:a2:d7,0,0,0,0,0
6e:fe:2f:5a:d7:7e,0,0,0,0,0
90:48:6c:08:da:8a,18,8724,18,0,12
