MAC_Address,Gateway,External,Other Local IP,Broadcast,Multicast
40:f6:bc:bc:89:7b,0,0,0,0,0
68:3a:48:0d:d4:1c,10938,81687,0,8,164
70:ee:50:57:95:29,86,34006,0,0,30032
54:af:97:bb:8d:8f,8,6818,0,0,0
70:09:71:9d:ad:10,20,4334,0,20,104
00:16:6c:d7:d5:f9,36,5932,1538,0,80612
40:ac:bf:29:04:d4,0,0,0,0,0
10:5a:17:b8:a2:0b,132,7008,0,69088,0
10:5a:17:b8:9f:70,734,11434,0,69080,0
fc:67:1f:53:fa:6e,0,676,0,156,0
1c:90:ff:bf:89:46,20,610,0,160,0
cc:a7:c1:6a:b5:78,0,0,0,0,0
70:ee:50:96:bb:dc,14,7492,0,0,0
00:24:e4:e3:15:6e,0,0,0,0,0
00:24:e4:e4:55:26,12,288,0,44,0
00:24:e4:f6:91:38,0,0,0,0,0
00:24:e4:f7:ee:ac,6,70,0,16,0
70:3a:2d:4a:48:e2,0,0,0,0,0
b0:02:47:6f:63:37,18,5790,0,960,0
84:69:93:27:ad:35,106,22646,0,1744,96
18:48:be:31:4b:49,8112,79098,18250,288,6592
74:d4:23:32:a2:d7,8034,70524,1506,288,6528
6e:fe:2f:5a:d7:7e,222,8624,0,8,0
90:48:6c:08:da:8a,0,0,0,0,0
