MAC_Address,Gateway,External,Other Local IP,Broadcast,Multicast
40:f6:bc:bc:89:7b,0,0,0,0,0
68:3a:48:0d:d4:1c,0,0,0,0,0
70:ee:50:57:95:29,82,25336,0,0,16752
54:af:97:bb:8d:8f,12,9110,0,0,0
70:09:71:9d:ad:10,116,892,0,52,244
00:16:6c:d7:d5:f9,28,5794,868,0,80528
40:ac:bf:29:04:d4,0,0,0,0,0
10:5a:17:b8:a2:0b,704,10438,0,69072,0
10:5a:17:b8:9f:70,8,7036,0,69060,0
fc:67:1f:53:fa:6e,24,840,0,192,0
1c:90:ff:bf:89:46,0,1256,0,264,0
cc:a7:c1:6a:b5:78,0,0,0,0,0
70:ee:50:96:bb:dc,8,7894,0,0,0
00:24:e4:e3:15:6e,0,0,0,0,0
00:24:e4:e4:55:26,0,0,0,0,0
00:24:e4:f6:91:38,0,0,0,0,0
00:24:e4:f7:ee:ac,0,0,0,0,0
70:3a:2d:4a:48:e2,0,0,0,0,0
b0:02:47:6f:63:37,18,5776,0,952,0
84:69:93:27:ad:35,114,22814,0,1924,48
18:48:be:31:4b:49,8178,184928,16684,8,6840
74:d4:23:32:a2:d7,0,0,0,0,0
6e:fe:2f:5a:d7:7e,0,0,0,0,0
90:48:6c:08:da:8a,16,33004,18,0,12
